CustomerID,Recency,Frequency,Monetary,Cluster,Segment,TotalRevenue,TotalQuantity,UniqueProducts,Churn,ChurnRisk
12454.0,56,1,3528.34,0,Regular,3528.34,1006,15,0,0.055
12455.0,73,6,2466.86,0,Regular,2466.86,2089,85,0,0.015
12456.0,44,3,3181.04,0,Regular,3181.04,1633,105,0,0.05
12457.0,66,7,2363.23,0,Regular,2363.23,843,53,0,0.005
12458.0,71,2,947.4,0,Regular,947.4,506,35,0,0.1
12461.0,94,2,826.88,0,Regular,826.88,287,35,1,0.715
12462.0,19,2,1189.59,0,Regular,1189.59,536,51,0,0.455
12463.0,53,4,1344.78,0,Regular,1344.78,776,65,0,0.13
12464.0,10,8,1212.05,0,Regular,1212.05,112,6,0,0.11
12465.0,17,2,742.1899999999999,0,Regular,742.1899999999999,479,46,0,0.065
12468.0,188,2,729.5400000000001,1,At Risk,729.5400000000001,366,36,1,0.43
12471.0,2,30,19824.05,3,Loyal,19824.05,8212,150,0,0.0
12472.0,32,7,6572.11,0,Regular,6572.11,4148,219,0,0.0
12473.0,29,5,3938.5499999999997,0,Regular,3938.5499999999997,2439,140,0,0.005
12474.0,17,18,7375.79,3,Loyal,7375.79,4847,253,0,0.0
12475.0,54,1,723.38,0,Regular,723.38,535,36,0,0.095
12476.0,16,11,6816.42,0,Regular,6816.42,2408,177,0,0.0
12477.0,23,6,13219.74,0,Regular,13219.74,3653,191,0,0.005
12478.0,4,1,680.99,0,Regular,680.99,236,36,0,0.095
12479.0,11,1,527.2,0,Regular,527.2,385,31,0,0.105
12480.0,28,4,3281.63,0,Regular,3281.63,1707,129,0,0.205
12481.0,23,10,5596.32,0,Regular,5596.32,3304,150,0,0.0
12483.0,17,8,2484.98,0,Regular,2484.98,1110,46,0,0.0
12484.0,33,6,4541.72,0,Regular,4541.72,2191,256,0,0.02
12488.0,10,3,1298.66,0,Regular,1298.66,529,46,0,0.345
12489.0,336,1,334.93,1,At Risk,334.93,105,15,1,0.785
12490.0,5,10,5417.93,0,Regular,5417.93,3064,131,0,0.0
12491.0,39,1,460.40000000000003,0,Regular,460.40000000000003,260,25,0,0.2
12492.0,63,2,263.21000000000004,0,Regular,263.21000000000004,192,19,0,0.27
12493.0,166,2,433.74,1,At Risk,433.74,207,20,1,0.755
12494.0,16,7,1246.1000000000001,0,Regular,1246.1000000000001,707,63,0,0.005
12497.0,82,1,1043.1,0,Regular,1043.1,1236,14,0,0.19
12498.0,21,3,403.70000000000005,0,Regular,403.70000000000005,159,21,0,0.175
12500.0,23,11,4257.82,0,Regular,4257.82,2678,34,0,0.03
12501.0,337,1,2169.39,1,At Risk,2169.39,1783,149,1,0.775
12502.0,96,5,3723.87,0,Regular,3723.87,820,102,1,0.735
12504.0,18,2,482.04999999999995,0,Regular,482.04999999999995,90,6,0,0.055
12506.0,233,1,73.5,1,At Risk,73.5,23,23,1,0.95
12507.0,134,3,1304.81,0,Regular,1304.81,894,19,1,0.765
12508.0,26,2,398.27,0,Regular,398.27,272,57,0,0.065
12509.0,284,1,176.5,1,At Risk,176.5,55,7,1,0.92
12510.0,143,2,982.5699999999999,0,Regular,982.5699999999999,353,29,1,0.685
12512.0,66,2,138.03,0,Regular,138.03,99,31,0,0.225
12513.0,113,1,612.29,0,Regular,612.29,462,35,1,0.44
12514.0,267,1,1017.68,1,At Risk,1017.68,440,51,1,0.805
12515.0,353,1,383.7,1,At Risk,383.7,131,16,1,0.685
12516.0,78,2,1312.06,0,Regular,1312.06,875,20,0,0.19
12517.0,28,5,2502.84,0,Regular,2502.84,1371,232,0,0.0
12518.0,1,5,2056.89,0,Regular,2056.89,1318,84,0,0.035
12519.0,64,1,340.84,0,Regular,340.84,183,17,0,0.105
12520.0,79,5,2634.26,0,Regular,2634.26,1439,121,0,0.02
12521.0,143,1,599.68,1,At Risk,599.68,309,38,1,0.84
12522.0,39,2,192.72,0,Regular,192.72,194,11,0,0.08
12523.0,19,11,1789.77,0,Regular,1789.77,865,84,0,0.025
12524.0,9,8,4485.72,0,Regular,4485.72,3699,113,0,0.005
12526.0,1,3,1316.66,0,Regular,1316.66,632,64,0,0.085
12527.0,82,3,348.71000000000004,0,Regular,348.71000000000004,234,18,0,0.03
12528.0,9,6,1933.48,0,Regular,1933.48,756,50,0,0.115
12530.0,60,4,1662.28,0,Regular,1662.28,913,51,0,0.065
12531.0,15,1,125.22,0,Regular,125.22,45,17,0,0.205
12532.0,30,1,349.83000000000004,0,Regular,349.83000000000004,153,16,0,0.82
12534.0,131,1,1089.18,0,Regular,1089.18,651,63,1,0.2
12535.0,92,2,716.35,0,Regular,716.35,219,28,1,0.535
12536.0,43,3,12601.830000000002,0,Regular,12601.830000000002,2803,260,0,0.03
12538.0,29,1,363.95,0,Regular,363.95,191,21,0,0.235
12539.0,22,4,5568.35,0,Regular,5568.35,2067,157,0,0.09
12540.0,20,17,13400.24,3,Loyal,13400.24,6685,277,0,0.0
12541.0,30,3,981.18,0,Regular,981.18,680,46,0,0.115
12544.0,36,1,372.7,0,Regular,372.7,136,19,0,0.37
12545.0,75,2,1000.39,0,Regular,1000.39,523,42,0,0.07
12546.0,47,2,1161.5,0,Regular,1161.5,633,59,0,0.145
12547.0,198,2,207.79999999999998,1,At Risk,207.79999999999998,134,7,1,0.82
12548.0,166,1,95.19999999999999,1,At Risk,95.19999999999999,49,5,1,0.885
12550.0,79,1,964.83,0,Regular,964.83,569,57,0,0.125
12551.0,358,1,168.0,1,At Risk,168.0,100,10,1,0.935
12552.0,39,2,437.82,0,Regular,437.82,88,20,0,0.205
12553.0,8,10,3692.28,0,Regular,3692.28,1965,95,0,0.08
12556.0,50,2,603.71,0,Regular,603.71,358,100,0,0.66
12557.0,16,5,11990.960000000001,0,Regular,11990.960000000001,4384,15,0,0.02
12558.0,8,1,269.96,0,Regular,269.96,196,11,0,0.145
12559.0,311,2,561.71,1,At Risk,561.71,283,21,1,0.79
12560.0,5,3,2134.01,0,Regular,2134.01,1110,91,0,0.15
12561.0,303,1,238.85,1,At Risk,238.85,177,16,1,0.77
12562.0,8,7,3781.7400000000002,0,Regular,3781.7400000000002,1779,99,0,0.01
12564.0,261,1,456.9,1,At Risk,456.9,133,21,1,0.86
12565.0,289,1,145.92,1,At Risk,145.92,80,9,1,0.445
12566.0,86,1,351.65,0,Regular,351.65,265,19,0,0.505
12567.0,23,10,9401.28,0,Regular,9401.28,4305,323,0,0.005
12569.0,2,32,4124.69,3,Loyal,4124.69,1801,92,0,0.035
12571.0,40,2,519.61,0,Regular,519.61,523,31,0,0.185
12572.0,9,2,1020.42,0,Regular,1020.42,452,53,0,0.67
12573.0,227,1,160.54000000000002,1,At Risk,160.54000000000002,84,26,1,0.81
12574.0,316,1,218.45,1,At Risk,218.45,61,11,1,0.735
12576.0,36,5,1315.83,0,Regular,1315.83,967,72,0,0.005
12577.0,35,3,657.8,0,Regular,657.8,472,137,0,0.07
12578.0,21,2,2794.51,0,Regular,2794.51,1196,111,0,0.205
12579.0,78,1,440.42,0,Regular,440.42,285,29,0,0.22
12580.0,247,1,415.7,1,At Risk,415.7,238,24,1,0.83
12581.0,40,1,197.71,0,Regular,197.71,161,15,0,0.18
12582.0,239,2,511.36,1,At Risk,511.36,300,21,1,0.455
12583.0,3,15,7281.38,3,Loyal,7281.38,5060,115,0,0.005
12584.0,4,9,2338.15,0,Regular,2338.15,416,44,0,0.025
12585.0,234,2,2040.1,1,At Risk,2040.1,1279,77,1,0.7
12586.0,17,1,196.94000000000003,0,Regular,196.94000000000003,79,11,0,0.44
12587.0,8,1,144.0,0,Regular,144.0,51,4,0,0.3
12588.0,39,1,214.89999999999998,0,Regular,214.89999999999998,53,10,0,0.19
12589.0,29,2,646.68,0,Regular,646.68,306,29,0,0.1
12590.0,211,2,9864.26,1,At Risk,9864.26,4283,68,1,0.22
12591.0,317,1,452.84999999999997,1,At Risk,452.84999999999997,228,26,1,0.9
12592.0,92,2,437.6,0,Regular,437.6,290,11,1,0.685
12593.0,109,3,418.09999999999997,0,Regular,418.09999999999997,206,14,1,0.715
12594.0,38,10,3338.2200000000003,0,Regular,3338.2200000000003,1777,50,0,0.005
12596.0,51,2,618.27,0,Regular,618.27,474,25,0,0.245
12597.0,19,4,3811.22,0,Regular,3811.22,2236,184,0,0.03
12598.0,10,8,3023.08,0,Regular,3023.08,1964,84,0,0.025
12599.0,29,7,1032.58,0,Regular,1032.58,956,32,0,0.005
12600.0,29,10,2599.04,0,Regular,2599.04,774,32,0,0.05
12601.0,190,5,577.0600000000001,1,At Risk,577.0600000000001,245,21,1,0.785
12602.0,59,1,153.12,0,Regular,153.12,162,12,0,0.075
12603.0,22,1,739.1999999999999,0,Regular,739.1999999999999,63,2,0,0.325
12604.0,79,2,254.18,0,Regular,254.18,201,15,0,0.12
12607.0,60,1,1579.51,0,Regular,1579.51,1228,101,0,0.19
12609.0,78,3,1126.85,0,Regular,1126.85,648,57,0,0.11
12610.0,23,5,2099.54,0,Regular,2099.54,1049,85,0,0.04
12611.0,52,1,1193.32,0,Regular,1193.32,846,65,0,0.145
12612.0,74,1,704.0400000000001,0,Regular,704.0400000000001,262,19,0,0.345
12613.0,57,5,3344.38,0,Regular,3344.38,1644,124,0,0.015
12614.0,278,1,315.6,1,At Risk,315.6,76,20,1,0.88
12615.0,2,4,2291.19,0,Regular,2291.19,1376,82,0,0.23
12616.0,95,2,713.3,0,Regular,713.3,284,25,1,0.745
12617.0,29,1,355.53,0,Regular,355.53,213,39,0,0.17
12618.0,22,1,177.31,0,Regular,177.31,96,11,0,0.685
12619.0,16,9,3641.24,0,Regular,3641.24,3378,50,0,0.12
12620.0,15,3,1339.41,0,Regular,1339.41,1181,89,0,0.07
12621.0,2,20,13689.67,3,Loyal,13689.67,7440,261,0,0.0
12622.0,232,1,180.1,1,At Risk,180.1,69,11,1,0.935
12623.0,276,1,305.1,1,At Risk,305.1,191,18,1,0.905
12624.0,106,2,641.13,0,Regular,641.13,355,36,1,0.645
12625.0,212,2,2683.82,1,At Risk,2683.82,1612,73,1,0.825
12626.0,23,9,6620.48,0,Regular,6620.48,3453,232,0,0.0
12627.0,11,7,4478.53,0,Regular,4478.53,2752,162,0,0.01
12628.0,4,3,786.46,0,Regular,786.46,448,34,0,0.025
12630.0,10,2,1270.88,0,Regular,1270.88,548,60,0,0.1
12631.0,57,1,640.5,0,Regular,640.5,236,31,0,0.115
12633.0,59,4,2163.98,0,Regular,2163.98,1162,73,0,0.11
12635.0,90,2,1689.18,0,Regular,1689.18,1172,96,0,0.135
12637.0,67,8,6021.9,0,Regular,6021.9,3002,205,0,0.0
12638.0,33,1,671.69,0,Regular,671.69,577,39,0,0.23
12639.0,239,1,486.1,1,At Risk,486.1,201,22,1,0.8
12640.0,24,3,1174.58,0,Regular,1174.58,311,47,0,0.25
12641.0,115,1,185.9,0,Regular,185.9,72,10,1,0.79
12642.0,25,3,1013.26,0,Regular,1013.26,552,39,0,0.345
12643.0,128,6,3344.64,0,Regular,3344.64,1808,11,1,0.655
12644.0,130,1,477.91,0,Regular,477.91,325,31,1,0.85
12645.0,34,4,1775.18,0,Regular,1775.18,1084,58,0,0.035
12646.0,5,2,1346.97,0,Regular,1346.97,897,43,0,0.17
12647.0,22,12,3722.82,0,Regular,3722.82,1431,78,0,0.05
12648.0,155,1,318.05,1,At Risk,318.05,160,21,1,0.745
12649.0,107,3,623.51,0,Regular,623.51,586,28,1,0.77
12650.0,3,1,314.44,0,Regular,314.44,254,20,0,0.255
12651.0,335,1,114.0,1,At Risk,114.0,78,9,1,0.855
12652.0,331,1,919.98,1,At Risk,919.98,505,48,1,0.855
12653.0,149,2,2209.85,1,At Risk,2209.85,919,37,1,0.225
12654.0,11,5,601.98,0,Regular,601.98,264,31,0,0.09
12656.0,17,5,4051.17,0,Regular,4051.17,1723,89,0,0.01
12657.0,11,4,1643.18,0,Regular,1643.18,1044,35,0,0.325
12658.0,19,1,686.05,0,Regular,686.05,320,36,0,0.12
12659.0,30,1,91.68,0,Regular,91.68,105,5,0,0.44
12660.0,11,1,245.1,0,Regular,245.1,127,13,0,0.185
12662.0,1,11,3849.78,0,Regular,3849.78,2058,129,0,0.005
12664.0,8,9,4881.88,0,Regular,4881.88,1203,10,0,0.095
12665.0,325,1,63.0,1,At Risk,63.0,37,3,1,0.925
12667.0,58,1,620.13,0,Regular,620.13,395,33,0,0.08
12668.0,12,4,3807.15,0,Regular,3807.15,1634,115,0,0.05
12669.0,151,3,2744.0299999999997,1,At Risk,2744.0299999999997,1115,98,1,0.075
12670.0,10,5,2996.05,0,Regular,2996.05,1397,58,0,0.055
12672.0,330,1,225.89999999999998,1,At Risk,225.89999999999998,78,10,1,0.775
12673.0,5,2,610.52,0,Regular,610.52,351,42,0,0.175
12674.0,39,4,1970.6,0,Regular,1970.6,1133,52,0,0.025
12676.0,25,6,1331.39,0,Regular,1331.39,670,33,0,0.015
12678.0,42,12,17628.46,3,Loyal,17628.46,10923,105,0,0.0
12679.0,59,4,1113.02,0,Regular,1113.02,554,43,0,0.14
12680.0,1,4,862.81,0,Regular,862.81,443,33,0,0.03
12681.0,15,22,13787.54,3,Loyal,13787.54,7536,267,0,0.0
12682.0,4,31,12288.22,3,Loyal,12288.22,5575,209,0,0.0
12683.0,4,15,8476.57,3,Loyal,8476.57,4987,177,0,0.0
12684.0,8,7,2283.63,0,Regular,2283.63,1985,61,0,0.005
12685.0,28,6,2863.08,0,Regular,2863.08,1523,117,0,0.045
12686.0,372,1,89.14,1,At Risk,89.14,107,7,1,0.81
12688.0,114,1,4873.8099999999995,0,Regular,4873.8099999999995,3028,171,1,0.755
12689.0,26,2,1247.61,0,Regular,1247.61,628,57,0,0.205
12690.0,206,1,389.01,1,At Risk,389.01,106,16,1,0.875
12691.0,28,6,1035.8,0,Regular,1035.8,394,21,0,0.155
12693.0,127,4,855.91,0,Regular,855.91,255,35,1,0.645
12694.0,70,2,869.67,0,Regular,869.67,509,32,0,0.1
12695.0,7,4,582.1,0,Regular,582.1,220,23,0,0.185
12697.0,29,3,957.59,0,Regular,957.59,508,37,0,0.08
12700.0,8,4,4939.99,0,Regular,4939.99,2967,193,0,0.03
12701.0,80,2,797.71,0,Regular,797.71,678,50,0,0.18
12702.0,20,1,219.0,0,Regular,219.0,53,12,0,0.255
12703.0,71,1,283.55,0,Regular,283.55,164,21,0,0.525
12704.0,7,8,2340.84,0,Regular,2340.84,1006,64,0,0.015
12705.0,15,9,6868.29,0,Regular,6868.29,3997,228,0,0.03
12707.0,292,1,603.42,1,At Risk,603.42,256,33,1,0.83
12708.0,30,10,2712.91,0,Regular,2712.91,1307,86,0,0.06
12709.0,15,15,9736.52,3,Loyal,9736.52,3936,93,0,0.005
12710.0,97,3,1149.02,0,Regular,1149.02,851,75,1,0.74
12712.0,29,13,4396.13,0,Regular,4396.13,1062,58,0,0.03
12713.0,1,1,848.55,0,Regular,848.55,508,38,0,0.435
12714.0,9,5,4708.86,0,Regular,4708.86,3069,216,0,0.005
12715.0,106,1,353.86,0,Regular,353.86,197,20,1,0.77
12716.0,4,2,1053.49,0,Regular,1053.49,708,60,0,0.11
12717.0,151,2,1030.98,1,At Risk,1030.98,506,49,1,0.825
12718.0,71,1,238.25,0,Regular,238.25,203,19,0,0.31
12719.0,5,2,644.95,0,Regular,644.95,374,34,0,0.13
12720.0,3,25,5781.73,3,Loyal,5781.73,4672,211,0,0.0
12721.0,32,6,2656.13,0,Regular,2656.13,1959,133,0,0.025
12722.0,85,4,997.63,0,Regular,997.63,566,50,0,0.12
12723.0,4,5,725.07,0,Regular,725.07,434,53,0,0.08
12724.0,5,4,1031.41,0,Regular,1031.41,445,47,0,0.17
12725.0,371,1,427.8,1,At Risk,427.8,164,24,1,0.4
12726.0,28,7,2609.1,0,Regular,2609.1,3143,57,0,0.0
12727.0,11,7,3980.7,0,Regular,3980.7,2098,109,0,0.0
12728.0,71,4,836.33,0,Regular,836.33,419,38,0,0.035
12729.0,114,1,453.01,0,Regular,453.01,233,26,1,0.91
12731.0,24,12,18895.91,3,Loyal,18895.91,8437,109,0,0.0
12732.0,180,1,236.26000000000002,1,At Risk,236.26000000000002,111,12,1,0.8
12733.0,234,1,383.95,1,At Risk,383.95,137,22,1,0.86
12734.0,353,1,110.39999999999999,1,At Risk,110.39999999999999,88,4,1,0.845
12735.0,315,2,779.5699999999999,1,At Risk,779.5699999999999,368,38,1,0.36
12736.0,333,1,234.0,1,At Risk,234.0,173,4,1,0.94
12738.0,372,1,155.35,1,At Risk,155.35,148,11,1,0.785
12739.0,78,2,1013.04,0,Regular,1013.04,486,38,0,0.305
12740.0,64,1,427.6,0,Regular,427.6,342,27,0,0.525
12743.0,134,2,546.43,0,Regular,546.43,319,114,1,0.795
12744.0,52,7,21279.29,3,Loyal,21279.29,5241,178,0,0.0
12747.0,2,11,4196.01,0,Regular,4196.01,1275,42,0,0.03
12748.0,1,209,33719.73,2,VIP,33719.73,25747,1768,0,0.0
12749.0,4,5,4090.88,0,Regular,4090.88,1471,160,0,0.06
12750.0,129,1,275.88,0,Regular,275.88,137,15,1,0.775
12752.0,81,1,4366.78,0,Regular,4366.78,2262,53,0,0.26
12753.0,23,6,21429.39,0,Regular,21429.39,11421,132,0,0.065
12754.0,236,3,3010.74,1,At Risk,3010.74,6481,49,1,0.76
12755.0,281,2,3811.95,1,At Risk,3811.95,1491,4,1,0.255
12756.0,87,1,112.07999999999998,0,Regular,112.07999999999998,144,4,0,0.325
12757.0,16,13,7857.1,3,Loyal,7857.1,2402,237,0,0.02
12758.0,117,2,2791.59,0,Regular,2791.59,2135,84,1,0.73
12759.0,52,3,1531.44,0,Regular,1531.44,902,81,0,0.095
12762.0,8,2,1898.52,0,Regular,1898.52,1227,62,0,0.035
12763.0,138,2,494.08,0,Regular,494.08,316,16,1,0.7
12764.0,317,1,1693.88,1,At Risk,1693.88,386,45,1,0.88
12766.0,4,7,6989.63,0,Regular,6989.63,3646,205,0,0.0
12769.0,239,1,1143.6,1,At Risk,1143.6,356,32,1,0.845
12770.0,211,1,1351.45,1,At Risk,1351.45,743,12,1,0.81
12772.0,60,1,892.47,0,Regular,892.47,556,55,0,0.15
12775.0,17,5,1386.04,0,Regular,1386.04,877,47,0,0.04
12778.0,20,6,822.23,0,Regular,822.23,825,40,0,0.015
12779.0,38,8,3981.36,0,Regular,3981.36,2024,88,0,0.015
12781.0,64,2,826.74,0,Regular,826.74,671,25,0,0.115
12782.0,5,5,2330.92,0,Regular,2330.92,1086,81,0,0.05
12783.0,2,6,2225.91,0,Regular,2225.91,624,76,0,0.065
12784.0,9,2,574.42,0,Regular,574.42,300,54,0,0.055
12785.0,364,1,311.95,1,At Risk,311.95,131,14,1,0.78
12787.0,10,3,463.66,0,Regular,463.66,261,17,0,0.145
12789.0,65,1,91.85,0,Regular,91.85,4,4,0,0.335
12790.0,192,1,324.92,1,At Risk,324.92,166,21,1,0.305
12791.0,374,1,192.60000000000002,1,At Risk,192.60000000000002,97,2,1,0.905
12792.0,257,1,400.53999999999996,1,At Risk,400.53999999999996,217,25,1,0.86
12793.0,335,2,545.48,1,At Risk,545.48,295,21,1,0.76
12794.0,53,2,860.41,0,Regular,860.41,592,43,0,0.155
12795.0,19,1,430.48,0,Regular,430.48,68,14,0,0.185
12797.0,366,1,254.03,1,At Risk,254.03,118,13,1,0.31
12798.0,10,3,6977.04,0,Regular,6977.04,5256,6,0,0.12
12802.0,187,1,427.58,1,At Risk,427.58,314,25,1,0.83
12808.0,37,3,483.65000000000003,0,Regular,483.65000000000003,188,27,0,0.16
12809.0,178,1,489.31,1,At Risk,489.31,220,25,1,0.89
12811.0,261,3,514.85,1,At Risk,514.85,230,27,1,0.76
12812.0,45,1,229.64000000000001,0,Regular,229.64000000000001,164,15,0,0.605
12814.0,102,1,125.92,0,Regular,125.92,49,2,1,0.815
12815.0,148,2,1063.46,1,At Risk,1063.46,379,38,1,0.775
12816.0,96,2,572.2,0,Regular,572.2,128,27,1,0.76
12817.0,281,1,166.04,1,At Risk,166.04,53,4,1,0.795
12818.0,262,1,1542.08,1,At Risk,1542.08,929,14,1,0.44
12820.0,3,4,942.34,0,Regular,942.34,722,55,0,0.01
12821.0,214,1,92.72,1,At Risk,92.72,70,6,1,0.705
12822.0,71,2,948.88,0,Regular,948.88,550,41,0,0.055
12823.0,75,5,1759.5,0,Regular,1759.5,230,1,0,0.135
12824.0,60,1,397.12,0,Regular,397.12,232,25,0,0.69
12826.0,3,7,1474.72,0,Regular,1474.72,1058,58,0,0.03
12827.0,6,3,430.15000000000003,0,Regular,430.15000000000003,197,19,0,0.11
12828.0,3,6,1018.71,0,Regular,1018.71,494,46,0,0.07
12829.0,337,2,293.0,1,At Risk,293.0,376,9,1,0.8
12830.0,38,6,6814.64,0,Regular,6814.64,9848,13,0,0.085
12831.0,262,1,215.05,1,At Risk,215.05,135,9,1,0.845
12832.0,32,2,383.03,0,Regular,383.03,195,27,0,0.075
12833.0,145,1,417.38,1,At Risk,417.38,156,24,1,0.845
12834.0,283,1,312.38,1,At Risk,312.38,110,18,1,0.89
12836.0,59,4,2612.86,0,Regular,2612.86,1064,148,0,0.02
12837.0,173,1,134.1,1,At Risk,134.1,24,12,1,0.895
12838.0,34,2,683.13,0,Regular,683.13,359,115,0,0.155
12839.0,3,14,5591.42,3,Loyal,5591.42,3807,95,0,0.0
