antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.038624930128563446,0.0951928451648966,0.020905533817775292,0.5412445730824891,5.685769472956975,1.0,0.017228716824542002,1.972308340665793,0.8572328698379118,0.18514851485148515,0.49297988586184777,0.38042851085128565
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.0951928451648966,0.038624930128563446,0.020905533817775292,0.2196124486200822,5.685769472956975,1.0,0.017228716824542002,1.2319200481497792,0.9108264736110611,0.18514851485148515,0.18825900958272404,0.38042851085128565
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.04376746785913918,0.038624930128563446,0.03024035774175517,0.6909323116219669,17.88824754691315,1.0,0.028549842353791773,3.110564792187335,0.9873094074514361,0.579849946409432,0.6785149749937198,0.7369278055939067
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.038624930128563446,0.04376746785913918,0.03024035774175517,0.7829232995658465,17.88824754691315,1.0,0.028549842353791773,4.405044531395563,0.982028143105513,0.579849946409432,0.7729875389742792,0.7369278055939067
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.05371716042481833,0.04477361654555618,0.022750139742873113,0.42351716961498437,9.459078856943908,1.0,0.02034502820009617,1.6569901705771128,0.9450466850785829,0.3003690036900369,0.3964961182288063,0.46581601302222375
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.04477361654555618,0.05371716042481833,0.022750139742873113,0.5081148564294631,9.459078856943908,1.0,0.02034502820009617,1.9237882093901533,0.9361984511495893,0.3003690036900369,0.4801922607078442,0.46581601302222375
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.08943543879262157,0.03627724986025713,0.02023476802683063,0.22625,6.236691063174114,1.0,0.016990296267388967,1.2455221326523334,0.9221296324559352,0.19183889772125065,0.19712386172495797,0.3920156009244993
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03627724986025713,0.08943543879262157,0.02023476802683063,0.5577812018489985,6.236691063174114,1.0,0.016990296267388967,2.0590815338800996,0.8712656871821346,0.19183889772125065,0.5143465746518467,0.3920156009244993
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08943543879262157,0.04868641699273337,0.030519843487982114,0.34125000000000005,7.009141791044777,1.0,0.026165552420996458,1.444119291092625,0.9415358531380631,0.2836363636363637,0.3075364298724955,0.48405783582089557
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04868641699273337,0.08943543879262157,0.030519843487982114,0.6268656716417911,7.009141791044777,1.0,0.026165552420996458,2.4403130240357744,0.901205655304016,0.2836363636363637,0.5902165049522187,0.48405783582089557
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.08943543879262157,0.03655673560648407,0.023141419787590833,0.25875000000000004,7.078038990825688,1.0,0.019871952097799076,1.299754825488723,0.943061004795331,0.225,0.23062412972847532,0.4458887614678899
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03655673560648407,0.08943543879262157,0.023141419787590833,0.6330275229357798,7.078038990825688,1.0,0.019871952097799076,2.481288429290106,0.8913009844578754,0.225,0.596983571842916,0.4458887614678899
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.044158747903856904,0.08943543879262157,0.02213527110117384,0.5012658227848101,5.604778481012659,1.0,0.01818591410585964,1.825751277547789,0.8595368893614507,0.19859578736208627,0.45228026823942624,0.3743829113924051
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.08943543879262157,0.044158747903856904,0.02213527110117384,0.24750000000000003,5.604778481012659,1.0,0.01818591410585964,1.2702209330181304,0.9022762926998655,0.19859578736208627,0.21273538011695908,0.3743829113924051
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.043264393515930685,0.08943543879262157,0.024259362772498603,0.5607235142118864,6.269589793281654,1.0,0.02038999275430469,2.0728734422779733,0.8785080497079834,0.22371134020618558,0.5175778802486586,0.4159867571059432
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08943543879262157,0.043264393515930685,0.024259362772498603,0.27125,6.2695897932816536,1.0,0.02038999275430469,1.3128447430313128,0.9230536389688058,0.22371134020618558,0.23829530848329047,0.4159867571059432
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07199552822806037,0.08943543879262157,0.023756288429290107,0.32996894409937894,3.689465256211181,1.0,0.017317336771106955,1.3589885919294362,0.7855113133073973,0.17255379618351607,0.2641586500882682,0.29779697204968947
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08943543879262157,0.07199552822806037,0.023756288429290107,0.265625,3.6894652562111805,1.0,0.017317336771106955,1.2636656636894499,0.8005560972086809,0.17255379618351607,0.20865144259727741,0.29779697204968947
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05399664617104528,0.05880380100614869,0.023532699832308553,0.4358178053830228,7.411388344393799,1.0,0.020357491795866985,1.6682486756478174,0.9144497322387468,0.26361928616155295,0.4005689831513409,0.4180039597257319
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05880380100614869,0.05399664617104528,0.023532699832308553,0.40019011406844107,7.4113883443938,1.0,0.020357491795866985,1.5771719940222828,0.9191202796299175,0.26361928616155295,0.3659537426544795,0.4180039597257319
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05880380100614869,0.05204024594745668,0.025936277249860258,0.44106463878326996,8.47545261850988,1.0,0.02287611298285498,1.696009627998768,0.9371183202198639,0.3054641211323239,0.41038070569212215,0.4697267339995834
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05204024594745668,0.05880380100614869,0.025936277249860258,0.4983888292158969,8.47545261850988,1.0,0.02287611298285498,1.8763461697286414,0.9304321172157597,0.3054641211323239,0.46704930245114595,0.4697267339995834
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.07199552822806037,0.05880380100614869,0.028898826159865845,0.40139751552795033,6.82604710341733,1.0,0.024665215444610422,1.5723225736758502,0.9197179058615901,0.2835984640702139,0.36399819175644565,0.4464211912240512
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05880380100614869,0.07199552822806037,0.028898826159865845,0.49144486692015205,6.82604710341733,1.0,0.024665215444610422,1.8247863631851973,0.9068272166001972,0.2835984640702139,0.4519906438502301,0.4464211912240512
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05880380100614869,0.05522638345444383,0.023365008384572387,0.3973384030418251,7.194720678560983,1.0,0.02011748712162801,1.5676685246150237,0.9148030968912307,0.25770653514180025,0.3621100479480684,0.41020766305937406
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05522638345444383,0.05880380100614869,0.023365008384572387,0.4230769230769231,7.194720678560983,1.0,0.02011748712162801,1.6314067449226757,0.9113391637353299,0.25770653514180025,0.38703207945398227,0.41020766305937406
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05880380100614869,0.05025153717160425,0.022861934041363892,0.3887832699619772,7.7367438260509145,1.0,0.01990695264927179,1.5538652922169087,0.9251489310910732,0.2652399481193256,0.3564435701029823,0.4218666071723123
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05025153717160425,0.05880380100614869,0.022861934041363892,0.4549499443826474,7.7367438260509145,1.0,0.01990695264927179,1.7268069038683111,0.9168181803137833,0.2652399481193256,0.4208964547455495,0.4218666071723123
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.07199552822806037,0.04840693124650643,0.021743991056456122,0.3020186335403727,6.239160916902157,1.0,0.01825890847146449,1.3633502475578418,0.9048685248378102,0.22039660056657226,0.2665127675068884,0.3756051597263065
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04840693124650643,0.07199552822806037,0.021743991056456122,0.44919168591224024,6.239160916902157,1.0,0.01825890847146449,1.6848047642651989,0.8824381607940159,0.22039660056657226,0.4064594182008178,0.3756051597263065
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.04840693124650643,0.05025153717160425,0.020122973728339856,0.41570438799076215,8.272471080261106,1.0,0.017690451023442747,1.625458831639112,0.9238372624269006,0.2562277580071174,0.3847890942943167,0.40807466340583715
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.05025153717160425,0.04840693124650643,0.020122973728339856,0.40044493882091214,8.272471080261107,1.0,0.017690451023442747,1.5871654337836563,0.925631543496884,0.2562277580071174,0.36994595603301916,0.40807466340583715
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05399664617104528,0.05204024594745668,0.023868082727780883,0.44202898550724634,8.493983405719266,1.0,0.021058083980701893,1.6989408579123502,0.9326284140090124,0.29047619047619044,0.41139799225925094,0.4503378010242999
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05204024594745668,0.05399664617104528,0.023868082727780883,0.45864661654135336,8.493983405719266,1.0,0.021058083980701893,1.747478417489597,0.9307036546192893,0.29047619047619044,0.42774686657556205,0.4503378010242999
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.07199552822806037,0.05399664617104528,0.025600894354387928,0.3555900621118013,6.5854101565011645,1.0,0.02171337729075985,1.4680148430502336,0.9139494426146373,0.255011135857461,0.31880797749823475,0.4148550724637682
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05399664617104528,0.07199552822806037,0.025600894354387928,0.47412008281573503,6.5854101565011645,1.0,0.02171337729075985,1.7646699207316807,0.8965604258028959,0.255011135857461,0.43332178542184674,0.4148550724637682
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05399664617104528,0.05522638345444383,0.021855785354946897,0.40476190476190477,7.329140158087526,1.0,0.018873745868250826,1.5872196757965342,0.9128491387100811,0.2501599488163787,0.36996748764586895,0.40025544630807786
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05522638345444383,0.05399664617104528,0.021855785354946897,0.395748987854251,7.329140158087526,1.0,0.018873745868250826,1.565580089753781,0.9140373224192055,0.2501599488163787,0.36125912270813937,0.40025544630807786
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05399664617104528,0.05025153717160425,0.021799888205701508,0.40372670807453415,8.034116582261865,1.0,0.019086473733495264,1.5928073178684554,0.9255049724560478,0.26440677966101694,0.3721776709701263,0.41877102923192777
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05025153717160425,0.05399664617104528,0.021799888205701508,0.4338153503893214,8.034116582261863,1.0,0.019086473733495264,1.6708389294542834,0.9218554619413898,0.26440677966101694,0.40149826391307963,0.41877102923192777
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.05399664617104528,0.045835662381218556,0.02023476802683063,0.3747412008281574,8.175756198555776,1.0,0.017759795983216482,1.52603104327772,0.9277844011120236,0.25421348314606745,0.344705335841578,0.40810230773115186
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.045835662381218556,0.05399664617104528,0.02023476802683063,0.44146341463414634,8.175756198555774,1.0,0.017759795983216482,1.6937177950649407,0.9198490453673046,0.25421348314606745,0.4095828697592105,0.40810230773115186
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07199552822806037,0.05204024594745668,0.02923420905533818,0.40605590062111807,7.802728315909562,1.0,0.025487544059232856,1.596042043424413,0.9394779085106426,0.308372641509434,0.3734500891627927,0.4839087236725354
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05204024594745668,0.07199552822806037,0.02923420905533818,0.5617615467239527,7.802728315909561,1.0,0.025487544059232856,2.117578831420774,0.9197011756055009,0.308372641509434,0.5277625629979228,0.4839087236725354
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05204024594745668,0.05522638345444383,0.020514253773057572,0.39419978517722876,7.137888822692937,1.0,0.017640259195299764,1.5595465195104836,0.9071087137065464,0.2364690721649484,0.35878796336650237,0.3828286375278856
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05522638345444383,0.05204024594745668,0.020514253773057572,0.37145748987854244,7.137888822692936,1.0,0.017640259195299764,1.508187177139956,0.9101678307744244,0.2364690721649484,0.33695232584038703,0.3828286375278856
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05025153717160425,0.05204024594745668,0.020011179429849077,0.3982202447163515,7.652159160016678,1.0,0.01739607707620103,1.5752602937028397,0.915313858240429,0.24320652173913043,0.36518427843478557,0.39137650259448076
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05204024594745668,0.05025153717160425,0.020011179429849077,0.3845327604726101,7.652159160016679,1.0,0.01739607707620103,1.543134064386102,0.9170409673543917,0.24320652173913043,0.35196816460802743,0.39137650259448076
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.07199552822806037,0.05522638345444383,0.026103968697596423,0.3625776397515528,6.565297545703724,1.0,0.022127916048668327,1.4821783411823097,0.9134481617369182,0.25815367606412387,0.325317357422511,0.41762485226444035
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05522638345444383,0.07199552822806037,0.026103968697596423,0.4726720647773279,6.565297545703724,1.0,0.022127916048668327,1.7598242190224116,0.8972350243258974,0.25815367606412387,0.4317614286752437,0.41762485226444035
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.07199552822806037,0.05025153717160425,0.02515371716042482,0.34937888198757766,6.952600888495844,1.0,0.02153583119748316,1.4597565872589184,0.922591387918457,0.25906735751295334,0.3149542816054243,0.42496752775685886
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05025153717160425,0.07199552822806037,0.02515371716042482,0.5005561735261401,6.952600888495844,1.0,0.02153583119748316,1.8580757686480485,0.9014691437950811,0.25906735751295334,0.46180881486463354,0.42496752775685886
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.07199552822806037,0.045835662381218556,0.024203465623253213,0.3361801242236025,7.334466368732011,1.0,0.02090350289843435,1.4373844056760121,0.9306608486192014,0.2585074626865672,0.3042918818020064,0.43211445235570367
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.045835662381218556,0.07199552822806037,0.024203465623253213,0.5280487804878049,7.334466368732011,1.0,0.02090350289843435,1.9663143846330506,0.9051453666535432,0.2585074626865672,0.4914343261611149,0.43211445235570367
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05025153717160425,0.05522638345444383,0.021129122414756847,0.4204671857619577,7.61352019562897,1.0,0.018353911753742593,1.630233169432735,0.9146155496576307,0.2504970178926441,0.38659081489062974,0.40152913943968327
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05522638345444383,0.05025153717160425,0.021129122414756847,0.38259109311740885,7.61352019562897,1.0,0.018353911753742593,1.5382811168433685,0.9194315941446459,0.2504970178926441,0.34992376292569266,0.40152913943968327
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.045835662381218556,0.05522638345444383,0.022638345444382337,0.4939024390243903,8.943233435370791,1.0,0.020107007577828736,1.8667816037767615,0.9308497327634215,0.2886671418389166,0.4643186980325608,0.45191073368223567
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.05522638345444383,0.045835662381218556,0.022638345444382337,0.409919028340081,8.943233435370791,1.0,0.020107007577828736,1.6170057728428062,0.9401020552758022,0.2886671418389166,0.3815730179850058,0.45191073368223567
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03896031302403578,0.05477920626048072,0.025209614309670208,0.6470588235294118,11.812124849939977,1.0,0.02307539928655366,2.6781255822619716,0.9524489353489528,0.367862969004894,0.6266045152537656,0.5536314525810324
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.05477920626048072,0.03896031302403578,0.025209614309670208,0.4602040816326531,11.812124849939975,1.0,0.02307539928655366,1.7803759796530152,0.9683887963012742,0.367862969004894,0.43832088759426296,0.5536314525810324
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.05606484069312465,0.07708216880939073,0.021743991056456122,0.38783649052841473,5.031468321648542,1.0,0.017422391541877087,1.5076328740784708,0.8488409955605405,0.19518314099347717,0.3367085467599382,0.33496248021707176
frozenset({'PARTY BUNTING'}),frozenset({'SPOTTY BUNTING'}),0.07708216880939073,0.05606484069312465,0.021743991056456122,0.2820884699057288,5.031468321648542,1.0,0.017422391541877087,1.3148349340244254,0.8681713943450335,0.19518314099347717,0.23944825763092842,0.33496248021707176
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04376746785913918,0.031078814980436,0.02437115707098938,0.5568326947637292,17.916793002379702,1.0,0.023010916035233014,2.1863552964562496,0.9874025494150954,0.4828349944629015,0.5426177979302593,0.6705026783171164
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.031078814980436,0.04376746785913918,0.02437115707098938,0.7841726618705035,17.916793002379706,1.0,0.023010916035233014,4.430544065585987,0.9744718710536538,0.4828349944629015,0.7742940855125567,0.6705026783171164
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03795416433761878,0.1101732811626607,0.02543320290665176,0.6701030927835051,6.082265007558045,1.0,0.021251668087789458,2.6972872414756845,0.8685527591924664,0.2072892938496583,0.6292571348638046,0.4504751892126556
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.1101732811626607,0.03795416433761878,0.02543320290665176,0.23084728564180618,6.082265007558045,1.0,0.021251668087789458,1.2507865053367766,0.9390452627967548,0.2072892938496583,0.20050304689628218,0.4504751892126556
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04376746785913918,0.0951928451648966,0.023476802683063163,0.5363984674329502,5.634861175793,1.0,0.019310452891888538,1.951691466214562,0.8601812958772098,0.20329138431752178,0.4876239316967615,0.3915110364175908
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.0951928451648966,0.04376746785913918,0.023476802683063163,0.24662360540223133,5.634861175793,1.0,0.019310452891888538,1.269262667370137,0.9090703298061054,0.20329138431752178,0.212141012488801,0.3915110364175908
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.048965902738960315,0.04533258803801006,0.02615986584684181,0.5342465753424657,11.785044676790026,1.0,0.023940114750067253,2.049727090388978,0.9622648618181708,0.38392124692370794,0.5121301734806905,0.555655963380234
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04533258803801006,0.048965902738960315,0.02615986584684181,0.5770653514180024,11.785044676790026,1.0,0.023940114750067253,2.248654964660942,0.9586026324125746,0.38392124692370794,0.5552897106422983,0.555655963380234
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03024035774175517,0.031078814980436,0.021799888205701508,0.720887245841035,23.195454726791574,1.0,0.020860053722503304,3.471432854937642,0.9867270854301807,0.5516265912305515,0.7119345118320132,0.7111630473809492
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02437115707098938,0.038624930128563446,0.021799888205701508,0.8944954128440367,23.15849918347296,1.0,0.0208585539666823,9.112163705737961,0.9807206047838568,0.5291723202170963,0.8902565809512074,0.7294474169864177
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.025712688652878703,0.04376746785913918,0.021799888205701508,0.8478260869565217,19.371147759453606,1.0,0.020674508931514585,6.283813782639942,0.9734057107551083,0.4572098475967174,0.8408609747853028,0.6729551890721306
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.04376746785913918,0.025712688652878703,0.021799888205701508,0.49808429118773945,19.371147759453606,1.0,0.020674508931514585,1.9411373149740356,0.9917847394903572,0.4572098475967174,0.48483809347955586,0.6729551890721306
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",0.038624930128563446,0.02437115707098938,0.021799888205701508,0.5643994211287987,23.15849918347296,1.0,0.0208585539666823,2.2397326593486584,0.9952612033198115,0.5291723202170963,0.5535181416290942,0.7294474169864177
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})",0.031078814980436,0.03024035774175517,0.021799888205701508,0.7014388489208633,23.195454726791578,1.0,0.020860053722503304,3.248110609009543,0.9875809510285107,0.5516265912305515,0.6921287110031843,0.7111630473809492
